split,file,label_file,sha1,classes,class_ids,class_count,width,height,brightness_mean,contrast_std,blur_laplacian_var,dhash
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160604223876797_0_jpg.rf.4ed4ee5ab51446e369dc369ce03e07d1.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160604223876797_0_jpg.rf.4ed4ee5ab51446e369dc369ce03e07d1.txt,42ac27e2bb67996b818f7c48ce64d489eb18d55c,Telur Rebus,25,1,512,512,154.9419822692871,41.80404749207931,111.71490478515625,14899758920565663025
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160604317448850_0_jpg.rf.2cf06730c19acad1884f7f880a99fd9a.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160604317448850_0_jpg.rf.2cf06730c19acad1884f7f880a99fd9a.txt,9072511e9b11cec92811226e613af54ed8ab6347,Telur Rebus,25,1,512,512,155.84998321533203,34.768817797996455,336.2226867675781,3490552248986925105
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160610929844934_1_jpeg_jpg.rf.e586c46b52f3e95192abf9f7d307419d.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160610929844934_1_jpeg_jpg.rf.e586c46b52f3e95192abf9f7d307419d.txt,e7bba368e973ac3de10c4430834354c7ad6de1c6,Telur Rebus,25,1,512,512,146.2330551147461,53.16746628648231,582.4909057617188,7101246603940081943
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160643132944620_0_jpeg_jpg.rf.483cf0401caec9d8ca136692ea2c77bf.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160643132944620_0_jpeg_jpg.rf.483cf0401caec9d8ca136692ea2c77bf.txt,60bb701f43d734a52c18720c3491eb0b866d0385,Telur Rebus,25,1,512,512,113.46409606933594,64.08361903202524,599.3662719726562,10810683456220241549
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160648157593687_1_jpg.rf.c0669700a27f48a925cd603008f1a2e4.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160648157593687_1_jpg.rf.c0669700a27f48a925cd603008f1a2e4.txt,5d14b5d0f261556f85cb88a54b474bac0f0bd285,Telur Rebus,25,1,512,512,146.5935935974121,63.174977969888104,164.7339324951172,10975384605935537411
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160652720410018_1_jpeg_jpg.rf.2a95c88372512e3efbbf9e8894647d82.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160652720410018_1_jpeg_jpg.rf.2a95c88372512e3efbbf9e8894647d82.txt,add73d6c5f311cb9b1f888f84efeb0d007ce0a86,Telur Rebus,25,1,512,512,165.55403900146484,54.10101098557964,88.79857635498047,14960834402870791360
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160652722930959_1_jpeg_jpg.rf.c20ae3b54d0467d974d540ba0a1f270c.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160652722930959_1_jpeg_jpg.rf.c20ae3b54d0467d974d540ba0a1f270c.txt,b92d86992459e0cc334f0792191cb82202adc9ac,Telur Rebus,25,1,512,512,162.55475997924805,55.984137465607276,80.86634826660156,14668109188824992960
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160652725374671_0_jpeg_jpg.rf.296afd86746b3ae8475abb73940626c0.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160652725374671_0_jpeg_jpg.rf.296afd86746b3ae8475abb73940626c0.txt,7203d8684a9734e33784db5106c2cd0b4df2a448,Telur Rebus,25,1,512,512,166.89569091796875,48.35246756616953,118.67681884765625,5658251823914327112
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160652744251448_1_jpeg_jpg.rf.6c9411c0d2ad131453ecd5a9c01d22be.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160652744251448_1_jpeg_jpg.rf.6c9411c0d2ad131453ecd5a9c01d22be.txt,bd60e2e66a7d941ed5f2ff8e4f73603f87ec320d,Telur Rebus,25,1,512,512,166.53778457641602,74.28816608189447,373.8359069824219,14052118242382775171
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160653172689866_0_jpg.rf.eb048fe98ba1fbe44eb6a543f3be705c.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160653172689866_0_jpg.rf.eb048fe98ba1fbe44eb6a543f3be705c.txt,5bcb5a3637c004aed73072662e9f431633b359de,Telur Rebus,25,1,512,512,147.53506088256836,52.56090681151043,671.7694702148438,10096537423869876109
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160662651666740_0_jpg.rf.d5539b90474d6c7292b2ac4f8dce0d20.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160662651666740_0_jpg.rf.d5539b90474d6c7292b2ac4f8dce0d20.txt,1ecb5e37460343e0e5008259e6685910d6646bd1,Telur Rebus,25,1,512,512,149.62317276000977,65.52844857706455,570.8078002929688,14469105259375280580
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160662753019221_0_jpeg_jpg.rf.f59d99e796f2d1fd686bb59163368daf.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160662753019221_0_jpeg_jpg.rf.f59d99e796f2d1fd686bb59163368daf.txt,1ff7c0dc831c32783f3000cbd6f704862222666a,Telur Rebus,25,1,512,512,163.8593864440918,51.45919753196984,56.729705810546875,14739901216194517558
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160671403655872_1_jpg.rf.45801d0f754e08e35d88f6645f79b9a5.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160671403655872_1_jpg.rf.45801d0f754e08e35d88f6645f79b9a5.txt,e8f1fea0cebca16a66c0699a2b7eaf2ef5def263,Telur Rebus,25,1,512,512,135.84861373901367,57.578385280356706,866.595458984375,2361045564841014031
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160680854285348_1_jpg.rf.edd26dd98a29e7e9c40136a36d32fd48.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160680854285348_1_jpg.rf.edd26dd98a29e7e9c40136a36d32fd48.txt,cb1d2f23aff194817b20cfeabe5e21aecb21d269,Telur Rebus,25,1,512,512,144.65221786499023,49.85483826334269,1193.0953369140625,14911669658827425738
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160681604046610_1_jpg.rf.8e92174e4c5fd0c4450d4f31cf676ae3.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160681604046610_1_jpg.rf.8e92174e4c5fd0c4450d4f31cf676ae3.txt,857bf4b9a2bf377da9f6e6dced42cdcacc3da639,Telur Rebus,25,1,512,512,132.64654159545898,51.00431695523984,22.03706169128418,13400726518788557839
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160683540217263_1_jpg.rf.e9298ab360aea20082f2bfaa8e4763c4.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160683540217263_1_jpg.rf.e9298ab360aea20082f2bfaa8e4763c4.txt,b9ec818ad7cb667064f5ebeaa21b1bbad431426d,Telur Rebus,25,1,512,512,153.8784637451172,44.54075992611355,111.8986587524414,14595653597066028537
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160690921822412_0_jpeg_jpg.rf.f37471dbc743520d68af5353a555991a.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160690921822412_0_jpeg_jpg.rf.f37471dbc743520d68af5353a555991a.txt,6cbe36258f5873163d2fd5a22f8b6512b44a53c5,Telur Rebus,25,1,512,512,155.94183349609375,53.41875945902546,1168.7265625,767481446177381179
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160691540452163_0_jpeg_jpg.rf.ef60d60f8c8c0bcd3acd07b4cc2307bf.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160691540452163_0_jpeg_jpg.rf.ef60d60f8c8c0bcd3acd07b4cc2307bf.txt,d146bc2afffd3853c8f2eea101cff402a30d8708,Telur Rebus,25,1,512,512,141.66505813598633,43.996845223274896,213.8124542236328,2267260861143043832
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160691551930785_0_jpeg_jpg.rf.db6eed5404d7ee90ae1574c1979ed89b.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160691551930785_0_jpeg_jpg.rf.db6eed5404d7ee90ae1574c1979ed89b.txt,d2a4fdabca2b88cb8dc26dc9a6751fabc947da15,Telur Rebus,25,1,512,512,152.90454864501953,44.53801542016286,216.1565399169922,5714675467169705653
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160692014231553_0_jpg.rf.57af1101b23ebe69d25c536a24e4f6be.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160692014231553_0_jpg.rf.57af1101b23ebe69d25c536a24e4f6be.txt,9008e0a620f22a9cb19bb8aaa94957b2c32fdd87,Telur Rebus,25,1,512,512,146.99372482299805,51.00819318734142,131.4103240966797,5534514440996546096
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160696635767493_1_jpeg_jpg.rf.59a182b8efae3fb8793b96a67e690a65.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160696635767493_1_jpeg_jpg.rf.59a182b8efae3fb8793b96a67e690a65.txt,f8b0f7bf348b214eec1338462430b3975ee8e77f,Telur Rebus,25,1,512,512,170.48154067993164,37.43642675808762,378.00665283203125,9373026074039391940
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160706805429640_0_jpg.rf.81b94d44884c115bcb26bcbec1f2a1c1.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160706805429640_0_jpg.rf.81b94d44884c115bcb26bcbec1f2a1c1.txt,a912bab262e7f9eb7d35e0c75ee997de1bf71a9c,Telur Rebus,25,1,512,512,147.2323875427246,62.35957528501534,682.751708984375,17886387967925619483
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160709213970704_1_jpg.rf.d88861d8e9ee62b52f2146be54d54812.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160709213970704_1_jpg.rf.d88861d8e9ee62b52f2146be54d54812.txt,386e3816da925385010d3c0689dc4297ee2a5c7f,Telur Rebus,25,1,512,512,127.77795028686523,72.65622174552773,384.2391662597656,294789846900229911
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160716691390431_1_jpg.rf.f6a9eee925c2d08119f235eaa502cb66.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160716691390431_1_jpg.rf.f6a9eee925c2d08119f235eaa502cb66.txt,047bd2df707929c0e9be094776218ea3a280629d,Telur Rebus,25,1,512,512,106.57221221923828,55.086314876981554,498.0776672363281,11221812638732497850
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160717825584989_0_jpeg_jpg.rf.7519f27e86c3087682e82dcae73e62fb.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160717825584989_0_jpeg_jpg.rf.7519f27e86c3087682e82dcae73e62fb.txt,31cc42cfbe3bc965331668ff19aeefb0c46e7150,Telur Rebus,25,1,512,512,145.6448745727539,61.98705574867168,251.60305786132812,11249450132247354895
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160717895058209_1_jpg.rf.8f584e376fd5f2ab127128d1e5db7a80.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160717895058209_1_jpg.rf.8f584e376fd5f2ab127128d1e5db7a80.txt,71feada3e4da1a30f5bf69275f4637280812ee25,Telur Rebus,25,1,512,512,165.0648536682129,58.72192999244497,96.50918579101562,12395091667404097923
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160731853488805_1_jpg.rf.77058a114fc8e650c95bc2b7aef4954e.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160731853488805_1_jpg.rf.77058a114fc8e650c95bc2b7aef4954e.txt,23cb913fbef6224f7b5084e47a9d39c84579eada,Telur Rebus,25,1,512,512,121.16891479492188,54.60214755592324,226.23487854003906,10435065370603450511
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160748688639649_0_jpeg_jpg.rf.b16c05e8d267ca9b0ac91493cc737e6f.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160748688639649_0_jpeg_jpg.rf.b16c05e8d267ca9b0ac91493cc737e6f.txt,a4c06b1bba65b43336d6baae53230bf92dcc6d1e,Telur Rebus,25,1,512,512,121.83280181884766,55.59120216826882,491.6512756347656,453554272946172876
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160751788784788_0_jpg.rf.b7dbbaad2b440ca26ac8719affaf3fc2.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160751788784788_0_jpg.rf.b7dbbaad2b440ca26ac8719affaf3fc2.txt,aa83b92fb7965f002db1582a6711418f3318c7c7,Telur Rebus,25,1,512,512,142.54664611816406,47.91772003564613,580.2900390625,16759177028078851131
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160760399083158_0_jpg.rf.329326689223be2c6820590759ccf6ea.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160760399083158_0_jpg.rf.329326689223be2c6820590759ccf6ea.txt,450ed74b828f6917bfa458e00fcb8075d914d893,Telur Rebus,25,1,512,512,156.76016235351562,54.142542964634146,69.00507354736328,11591314516160280824
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160765741378346_0_jpg.rf.8aa56c21e7f8832b492b239cd31523b8.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160765741378346_0_jpg.rf.8aa56c21e7f8832b492b239cd31523b8.txt,0da250babec2b948fa5c0d80d4dca24643d870c3,Telur Rebus,25,1,512,512,146.70703125,50.93536851788005,217.7514190673828,5909722221145525376
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160766263391924_1_jpg.rf.d49a95b0f886d25677b27c9ac6b4c7bb.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160766263391924_1_jpg.rf.d49a95b0f886d25677b27c9ac6b4c7bb.txt,321b43d6ed8ecfb7cbad3409eac9ecd1ed0826ea,Telur Rebus,25,1,512,512,172.863037109375,49.42501980185896,210.6146240234375,17358146368935190576
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160777044046115_1_jpg.rf.c33db1ad3ee7af118fadcd279d63c05a.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160777044046115_1_jpg.rf.c33db1ad3ee7af118fadcd279d63c05a.txt,db1277a8edb31b1b5a679e4de8b65ea335563776,Telur Rebus,25,1,512,512,154.51820755004883,55.58550552881401,682.3148193359375,10140742026520151940
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160783974858060_0_jpg.rf.0e68c7aabc18203b85fcfc3fd17ffbd6.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160783974858060_0_jpg.rf.0e68c7aabc18203b85fcfc3fd17ffbd6.txt,2317062bb9c52b3738e39d677b48e38115bde5f8,Telur Rebus,25,1,512,512,134.73883819580078,38.48188000318345,100.7526626586914,16738996455134230834
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160812793649909_0_jpeg_jpg.rf.2c450e2d579b4d141e79fef310816fdb.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160812793649909_0_jpeg_jpg.rf.2c450e2d579b4d141e79fef310816fdb.txt,29933381a045c258a5d82829ca65efd258b7e7fc,Telur Rebus,25,1,512,512,150.9840316772461,59.90427752130546,506.385498046875,1804583531644654351
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160819669275848_0_jpg.rf.773bb02730610e283c7f6ee62932cb2f.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160819669275848_0_jpg.rf.773bb02730610e283c7f6ee62932cb2f.txt,f166a35f4d07a5a5706c4733ef13c85cbbac60f9,Telur Rebus,25,1,512,512,146.78001403808594,41.604138979486315,370.2996520996094,8090385539343238720
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160820425121924_1_jpg.rf.2b5c8a5859809af77e0d2d83b82d1490.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160820425121924_1_jpg.rf.2b5c8a5859809af77e0d2d83b82d1490.txt,dc611253c8c65e176de4f838f0a01096289398dc,Telur Rebus,25,1,512,512,143.39347076416016,53.988834606598516,497.47247314453125,10997980971261810971
train,data_output\yolo_roboflow_only\images\train\09_092_09012001_160821717174692_0_jpeg_jpg.rf.9b66e80051e6c69ce30ac0d96c75d7cb.jpg,data_output\yolo_roboflow_only\labels\train\09_092_09012001_160821717174692_0_jpeg_jpg.rf.9b66e80051e6c69ce30ac0d96c75d7cb.txt,bbb7c812af47661a9929cddf2e0b614c2328d171,Telur Rebus,25,1,512,512,144.12208938598633,63.98269817398669,219.03448486328125,14708249935132429836
